Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Brevibacterium ravenspurgense	UP000243589	479117	2020
Firmicutes bacterium CAG:227	UP000018294	1263010	2286
Kribbellaceae bacterium	UP000564852	2726072	7304
Rhodopirellula solitaria	UP000318053	2527987	5210
Desulfuromonadales bacterium	UP000518464	2099678	2500
Azoarcus nasutitermitis	UP000308430	2565930	4235
Afipia sp. GAS231	UP000198617	1882747	6976
Rhizobium sp. NXC24	UP000238788	2048897	6922
Natranaerobius thermophilus JW/NM-WN-LF	UP000001683	457570	2847
Campylobacter pinnipediorum subsp. caledonicus	UP000190868	1874362	1649
Serratia fonticola AU-P3(3)	UP000016623	1332070	4480
Brevundimonas subvibrioides ATCC 15264	UP000002696	633149	3326
Listeria grayi DSM 20601	UP000010119	525367	2621
Actinokineospora terrae	UP000199051	155974	6615
Peribacillus cavernae	UP000267430	1674310	4169
Volucribacter psittacicida	UP000294702	203482	2076
Pusillimonas thiosulfatoxidans	UP000283474	2028345	3284
Coxiella endosymbiont of Amblyomma americanum	UP000059222	325775	536
Flavobacterium sangjuense	UP000296862	2518177	2637
Tenacibaculum holothuriorum	UP000194221	1635173	2802
Mycoplasma sp. CAG:877	UP000018280	1262907	1407
Bacteroides nordii CL02T12C05	UP000003089	997884	4388
Aerococcus urinae ACS-120-V-Col10a	UP000008129	866775	1684
[Haemophilus] ducreyi 35000HP	UP000001022	233412	1694
Corynebacterium testudinoris	UP000035540	136857	2543
Aminivibrio pyruvatiphilus	UP000295066	1005740	2990
Floricoccus tropicus	UP000178622	1859473	2108
Rhodoplanes elegans	UP000248863	29408	5973
Erysipelothrix larvae	UP000063781	1514105	2225
Veillonellaceae bacterium DNF00626	UP000070542	1588754	1608
Arsenophonus endosymbiont of Bemisia tabaci Asia II 3	UP000290619	1868623	1589
Salinimonas iocasae	UP000304912	2572577	3632
Acholeplasma sp. CAG:878	UP000017930	1262686	1145
Pedobacter sp. HMF7056	UP000451233	2695274	4343
Aquiluna borgnonia	UP000501003	2499157	1370
Pseudoprevotella muciniphila	UP000249375	2133944	2261
Buchnera aphidicola (Schlechtendalia chinensis)	UP000077654	118110	499
Clostridium sp. cel8	UP000559354	2663123	2341
Gordonia iterans	UP000239814	1004901	3450
Mycolicibacterium neoaurum VKM Ac-1815D	UP000018763	700508	4995
Frondihabitans sp. 762G35	UP000264876	1446794	3211
Clostridium sp. CAG:167	UP000018023	1262777	1994
Sphingomonas sp. WG	UP000052965	1592629	3630
Tepidimonas fonticaldi	UP000091969	1101373	2430
Chitiniphilus eburneus	UP000310016	2571148	3883
Oscillatoriales cyanobacterium USR001	UP000093314	1880991	4908
Dysgonomonas gadei ATCC BAA-286	UP000004913	742766	4153
Desulfotomaculum reducens MI-1	UP000001556	349161	3220
Hydrogenophaga sp. BA0156	UP000503162	2716225	4261
Kitasatospora sp. MMS16-BH015	UP000239175	2018025	7193
Insolitispirillum peregrinum	UP000185678	80876	3976
[Clostridium] fimetarium	UP000199701	99656	4150
Desulfovibrio sp. An276	UP000195838	1965618	2772
Erythrobacter sp. YT30	UP000055668	1735012	2997
Candidatus Nitrosoglobus terrae	UP000243679	1630141	1841
Sinomonas atrocyanea	UP000070134	37927	4104
Streptomyces sp. SW4	UP000248554	1453555	3180
Nocardioides sp. Root79	UP000051414	1736600	4673
Ahrensia marina	UP000038011	1514904	3161
Lancefieldella rimae ATCC 49626	UP000004070	553184	1548
Desulfotomaculum aquiferis	UP000290087	1397668	6019
Faecalicoccus pleomorphus	UP000255523	1323	1976
Borreliella burgdorferi B31	UP000001807	224326	1291
Flavobacterium sp. LB1R34	UP000316371	2594428	3141
Nostoc sp. NIES-4103	UP000218514	2005458	6898
Synechococcus sp. PCC 6312	UP000010379	195253	3541
Paenimaribius caenipelagi	UP000318590	2489174	3702
Paracoccus denitrificans PD1222	UP000000361	318586	5019
Bacillus sp. OK048	UP000199133	1882761	5056
Helicobacter pylori 26695	UP000000429	85962	1554
Halobacillus salinus	UP000297982	192814	3800
Lachnospiraceae bacterium TB5	UP000595897	2785025	4293
Candidatus Sedimenticola endophacoides	UP000243361	2548426	1190
Cellulomonas sp. B6	UP000054319	1295626	3428
Martelella alba	UP000318801	2590451	4394
Oceanospirillum multiglobuliferum	UP000191418	64969	3411
Microbacterium sp. BK668	UP000294645	2512118	3319
Streptomyces caelestis	UP000037773	36816	6882
Lutibacter maritimus	UP000199312	593133	3053
Polaromonas sp. CG9_12	UP000043372	1504672	4739
Photobacterium aquimaris	UP000196485	512643	3753
Candidatus Tokpelaia sp.	UP000322788	2233777	1880
Halomonas sp. ND22Bw	UP000240519	2054178	4859
Sulfurospirillum sp. UBA12182	UP000229442	2015905	2326
Clostridiales bacterium PH28_bin88	UP000034222	1605376	4252
Limimonas halophila	UP000199415	1082479	2820
Psychroflexus torquis ATCC 700755	UP000008514	313595	3457
Zoogloea ramigera	UP000318422	350	3918
Ruminococcus sp. CAG:563	UP000018082	1262961	2054
Streptomyces regalis	UP000053923	68262	9110
Rhodococcus sp. 1168	UP000192546	2018041	4386
Dysgonomonas hofstadii	UP000555103	637886	4251
Mycoplasma putrefaciens Mput9231	UP000012984	1292033	666
Microvirga ossetica	UP000094024	1882682	8355
Bacteroidetes oral taxon 274 str. F0058	UP000004685	575590	1854
Mesorhizobium ephedrae	UP000241229	2116701	5676
Dolosigranulum pigrum ATCC 51524	UP000003599	883103	1691
Niallia taxi	UP000288024	2499688	5402
Faecalitalea cylindroides T2-87	UP000008801	717960	1442
Idiomarina sp. A28L	UP000053031	1036674	2298
Gilliamella apicola SCGC AB-598-B02	UP000028393	1445513	1967
Moraxella pluranimalium	UP000189800	470453	2042
Mobiluncus mulieris ATCC 35239	UP000003045	871571	2379
Nitrosomonas sp. AL212	UP000001629	153948	2841
Flavobacterium crassostreae	UP000093510	1763534	2424
Alistipes sp. CHKCI003	UP000198813	1780376	2504
Rhodococcus aetherivorans	UP000024941	191292	5509
Phocaeicola vulgatus ATCC 8482	UP000002861	435590	3982
Phyllobacterium myrsinacearum	UP000238563	28101	5142
Sanguibacter gelidistatuariae	UP000199039	1814289	3525
Bifidobacterium aquikefiri	UP000216451	1653207	1995
Nocardia uniformis	UP000586827	53432	7810
Thiorhodococcus drewsii AZ1	UP000004200	765913	4731
Emcibacter nanhaiensis	UP000319148	1505037	3495
Candidatus Pantoea carbekii	UP000016900	1235990	825
Limosilactobacillus coleohominis 101-4-CHN	UP000003987	575594	1652
Gordonia sihwensis NBRC 108236	UP000035083	1223544	3903
Richelia intracellularis HH01	UP000053051	1165094	2278
Kushneria phosphatilytica	UP000179907	657387	3055
Prauserella marina	UP000199494	530584	6551
Halomonas azerica	UP000588806	2732867	2383
Aminomonas paucivorans DSM 12260	UP000005096	584708	2391
Frateuria terrea	UP000199420	529704	3427
Sulfuritalea hydrogenivorans sk43H	UP000031637	1223802	3578
Enterobacteriaceae bacterium 4M9	UP000472391	2699502	4055
Mesorhizobium carbonis	UP000278398	2495581	4987
Nocardiopsis sp. JB363	UP000195722	1434837	6273
Devosia sp. Root413D1	UP000051002	1736531	5472
Planctomycetes bacterium Pla133	UP000316921	2528011	5200
Solimonas fluminis	UP000238220	2086571	4276
Brachybacterium endophyticum	UP000245590	2182385	3043
Streptomyces sp. AVP053U2	UP000054731	1737066	6655
Brevibacillus fluminis	UP000271031	511487	5987
Desulfitobacterium hafniense Y51	UP000001946	138119	5014
Sulfuricurvum kujiense DSM 16994	UP000008721	709032	2794
Mucilaginibacter xinganensis	UP000215002	1234841	4924
Alloactinosynnema sp. L-07	UP000076116	1653480	7267
Hyphomonas jannaschiana VP2	UP000024816	1280952	3505
Sphingomonas jatrophae	UP000198824	1166337	3810
Microbacterium mangrovi	UP000031030	1348253	3509
Miniimonas arenae	UP000313849	676201	2846
Anaerolinea thermophila UNI-1	UP000008922	926569	3110
Riemerella anatipestifer RA-CH-1	UP000006276	1228997	2187
Rhodospirillaceae bacterium	UP000522138	1898112	2356
Homoserinibacter sp. GY 40078	UP000321701	2603275	2789
Slackia heliotrinireducens DSM 20476	UP000002026	471855	2750
Nakamurella sp. s14-144	UP000268084	1902245	2873
[Ruminococcus] lactaris ATCC 29176	UP000003254	471875	2706
Faecalibacterium sp. CAG:1138	UP000018132	1262896	1284
Commensalibacter sp. ESL0284	UP000247565	2070537	1685
Chryseobacterium sp. Leaf201	UP000051097	1735672	3820
Hyphomicrobium sulfonivorans	UP000059074	121290	3495
Salinibacterium xinjiangense	UP000219440	386302	2810
Paeniclostridium sordellii	UP000032801	1505	3465
Planctomycetes bacterium Poly30	UP000320390	2528018	5628
Paenibacillus flagellatus	UP000247476	2211139	6152
Buttiauxella agrestis ATCC 33320	UP000028653	1006004	4332
Mariprofundus ferrooxydans PV-1	UP000005297	314345	2856
Corynebacterium freneyi DNF00450	UP000029548	1287475	1898
Ruania alkalisoli	UP000593758	2779775	3853
Prevotella bivia DSM 20514	UP000002786	868129	2064
Sinimarinibacterium sp. CAU 1509	UP000310227	2562283	4153
Porphyromonas crevioricanis	UP000249300	393921	1804
Alysiella filiformis DSM 16848	UP000219669	1120981	2283
Pseudoalteromonas piratica	UP000030341	1348114	3997
Helicobacter sp. 15-1451	UP000251881	2004995	1939
Buchnera aphidicola str. Bp (Baizongia pistaciae)	UP000000601	224915	507
Acidibacillus ferrooxidans	UP000190229	1765683	2881
Prauserella shujinwangii	UP000238362	1453103	5884
Paenibacillus darwinianus	UP000052954	1380763	2764
Longilinea arvoryzae	UP000055060	360412	3871
Gallaecimonas xiamenensis 3-C-1	UP000006755	745411	3798
Clostridium celatum DSM 1785	UP000010420	545697	3453
Exilibacterium tricleocarpae	UP000319732	2591008	5556
Pedobacter yulinensis	UP000240912	2126353	3772
Pontibacillus halophilus JSM 076056 = DSM 19796	UP000030528	1385510	3559
Roseimaritima multifibrata	UP000320672	1930274	5455
Inquilinus limosus	UP000196655	171674	7046
Lichenicola cladoniae	UP000500767	1484109	5323
Orrella dioscoreae	UP000078558	1851544	4379
Sulfuriferula sp. AH1	UP000195558	1985873	2803
Maliponia aquimaris	UP000207598	1673631	5072
Thermomonospora curvata DSM 43183	UP000001918	471852	4888
Peptostreptococcus stomatis DSM 17678	UP000003244	596315	1600
Parabacteroides sp. CAG:409	UP000018199	1262913	2823
Knoellia remsis	UP000237822	407159	3374
Kocuria sp. HSID16901	UP000277032	2419505	2178
Candidatus Entotheonella gemina	UP000019140	1429439	8989
Pseudomonas sp. M30-35	UP000196445	1981174	4347
Nakamurella multipartita DSM 44233	UP000002218	479431	5123
Rhodovulum sp. NI22	UP000029524	1469613	3439
Polaribacter porphyrae	UP000238882	1137780	3404
Microbacterium sp. SYP-A9085	UP000432812	2664454	2676
Pedobacter steynii	UP000094313	430522	5356
Paraeggerthella hongkongensis	UP000253865	230658	2391
Flaviflexus salsibiostraticola	UP000270021	1282737	2276
Limnohabitans sp. JirII-31	UP000228925	1977908	3283
Arthrobacter sp. SRS-W-1-2016	UP000190514	1930254	4129
Taibaiella soli	UP000248745	1649169	4294
Oceanobacillus limi	UP000198618	930131	3982
Alkalicoccus daliensis	UP000198778	745820	3459
Campylobacter curvus 525.92	UP000006380	360105	1860
Candidatus Acidoferrum panamensis	UP000567293	2741543	6020
Streptomyces subrutilus	UP000095705	36818	6754
Calothrix brevissima NIES-22	UP000218201	1973478	7229
Rubripirellula reticaptiva	UP000317977	2528013	6084
Falsochrobactrum ovis	UP000249453	1293442	3123
Xenorhabdus doucetiae	UP000032721	351671	3749
Halomonas chromatireducens	UP000063387	507626	3678
Brevibacterium celere	UP000253509	225845	3344
Clostridium acetobutylicum ATCC 824	UP000000814	272562	3847
Alishewanella agri BL06	UP000035062	1195246	3152
Bacillus pumilus SAFR-032	UP000001355	315750	3699
Carnobacterium inhibens subsp. gilichinskyi	UP000017469	1266845	2269
Bacteroides helcogenes P 36-108	UP000008630	693979	3240
Aquariibacter albus	UP000586093	2759899	2983
Phycicoccus duodecadis	UP000233781	173053	3172
Clostridium tepidiprofundi DSM 19306	UP000075531	1121338	2724
Oxalobacteraceae bacterium	UP000291893	1871070	2416
Dyella choica	UP000274358	1927959	4604
Sphingomonas sp. S-NIH.Pt15_0812	UP000287772	1920129	3806
Pseudoxanthomonas spadix BD-a59	UP000005870	1045855	3147
Candidatus Frackibacter sp. WG12	UP000199298	2017977	2687
Roseimicrobium gellanilyticum	UP000253426	748857	6509
Clostridium cylindrosporum DSM 605	UP000036756	1121307	2621
Lutibacter agarilyticus	UP000198384	1109740	3391
Paenibacillus sabinae T27	UP000019772	1268072	4776
Leucothrix pacifica	UP000245539	1247513	4538
Hyella patelloides LEGE 07179	UP000320055	945734	7698
Shinella zoogloeoides	UP000440304	352475	4498
Aquirhabdus parva	UP000253940	2283318	3297
Monaibacterium marinum	UP000220034	1690039	3548
Clostridiaceae bacterium OM02-2AC	UP000285707	2292275	4350
Acidithiobacillus ferrooxidans	UP000078302	920	2816
Caldanaerobacter subterraneus subsp. tengcongensis MB4	UP000000555	273068	2545
Salinisphaera japonica YTM-1	UP000285310	1209778	2932
Melghiribacillus thermohalophilus	UP000294650	1324956	3015
Pseudarthrobacter sp. BIM B-2242	UP000522009	2772401	4414
Defluviimonas aquaemixtae	UP000244924	1542388	4129
Mycolicibacterium cosmeticum	UP000028870	258533	6271
Lactococcus garvieae Lg2	UP000008520	420890	1938
Streptomyces formicae	UP000221011	1616117	8132
Trichococcus palustris	UP000242754	140314	2699
Rhodopirellula sp. SWK7	UP000012028	595460	7238
Blastococcus sp. AZ43	UP000298299	2559606	3926
Clostridium sp. CAG:557	UP000017926	1262819	1118
Ketogulonicigenium robustum	UP000242447	92947	2662
Leucobacter triazinivorans	UP000289260	1784719	2978
Peptostreptococcus russellii	UP000199512	215200	1869
Brachybacterium alimentarium	UP000218598	47845	3588
Candidatus Electrothrix marina	UP000288892	1859130	2161
Amylolactobacillus amylophilus DSM 20533 = JCM 1125	UP000051230	1423721	1532
Humibacillus xanthopallidus	UP000316747	412689	4527
Actinoplanes campanulatus	UP000590749	113559	9271
Bacillus sp. FJAT-21945	UP000036921	1581033	4788
Arsenophonus endosymbiont of Aleurodicus dispersus	UP000269014	235559	381
Acinetobacter larvae	UP000093391	1789224	3108
Helicobacter sp. MIT 99-10781	UP000256765	1332285	1914
Porphyromonas sp. COT-239 OH1446	UP000030150	1515613	1412
Actinomadura physcomitrii	UP000462055	2650748	8642
Ruminococcus sp. CAG:108	UP000018037	1262950	1917
[Clostridium] polysaccharolyticum	UP000199800	29364	3018
Algibacter aquaticus	UP000095713	1849968	3717
Legionella sp. km772	UP000287796	2498111	3061
Petrocella atlantisensis	UP000279029	2173034	3381
Lachnospiraceae bacterium M18-1	UP000014090	1235792	5263
Carideicomes alvinocaridis	UP000310134	2541728	5316
Acidobacterium sp. 4Y35	UP000515312	2763107	5124
Schleiferilactobacillus oryzae JCM 18671	UP000028700	1291743	1890
Kocuria flava	UP000057181	446860	3024
Acetanaerobacterium elongatum	UP000199182	258515	2758
Eubacterium uniforme	UP000190814	39495	2409
Arachnia propionica F0230a	UP000003118	767029	2931
Rhizobium sp. G21	UP000543626	2758439	4393
Campylobacter sp. RM16192	UP000502820	1660080	1867
Qipengyuania marisflavi	UP000309668	2486356	2508
Serpentinomonas raichei	UP000067461	1458425	2363
Flavobacterium succinicans	UP000093807	29536	2812
Roseospira marina	UP000324065	140057	4009
Sphingobium ummariense RL-3	UP000015523	1346791	4462
Streptomyces toyocaensis	UP000028341	55952	6315
Caldithrix abyssi DSM 13497	UP000004671	880073	3674
Ammoniphilus oxalaticus	UP000284219	66863	3305
Komagataeibacter hansenii ATCC 23769	UP000006468	714995	3303
Microbacterium laevaniformans	UP000075357	36807	2869
Candidatus Terasakiella magnetica	UP000231658	1867952	3572
Firmicutes bacterium CAG:176	UP000017932	1263007	1505
Sporosarcina psychrophila	UP000071057	1476	4219
Leucothrix arctica	UP000245506	1481894	4192
Ilyomonas limi	UP000305848	2575867	4606
Clostridium tarantellae	UP000430345	39493	3225
Novosphingobium piscinae	UP000551327	1507448	3437
Posidoniimonas polymericola	UP000318478	2528002	4870
Streptacidiphilus pinicola	UP000248889	2219663	7437
Pajaroellobacter abortibovis	UP000185544	1882918	1745
Mucilaginibacter psychrotolerans	UP000297540	1524096	5520
Labilibaculum antarcticum	UP000218267	1717717	4329
Eubacteriaceae bacterium CHKCI005	UP000199521	1780381	2248
Fibrobacter sp. UWEL	UP000184030	1896209	2928
Aquabacterium sp. NJ1	UP000029993	1538295	3620
Streptomyces sporangiiformans	UP000317378	2315329	8775
Eubacteriaceae bacterium CHKCI004	UP000199324	1780380	3682
Pannonibacter phragmitetus	UP000064921	121719	4943
Rudaeicoccus suwonensis	UP000318297	657409	3440
Balneicella halophila	UP000251835	1537566	1790
Thermincola potens JR	UP000002377	635013	2908
Actinoplanes teichomyceticus	UP000320239	1867	7203
Hungateiclostridiaceae bacterium KB18	UP000092525	1834198	3593
Pararobbsia silviterrae	UP000270342	1792498	5622
Streptomyces sp. NRRL F-4489	UP000053256	1609095	6270
Pontixanthobacter aestiaquae	UP000460290	1509367	2670
Nitrobacter hamburgensis X14	UP000001953	323097	4243
Actinomadura sp. WAC 06369	UP000288610	2203193	7670
Comamonas sp. BIGb0124	UP000267274	2485130	4360
Salipiger thiooxidans	UP000198994	282683	5563
Pasteurella multocida subsp. multocida str. Pm70	UP000000809	272843	2007
Thermocrinis minervae	UP000189810	381751	1463
Bacteroides sp. CAG:633	UP000018121	1262744	3004
Bacillus sp. X1(2014)	UP000031100	1565991	2943
Hyphomicrobium sp. xq	UP000440694	2665159	3664
Bifidobacterium boum	UP000029093	78343	1726
Brachybacterium muris UCD-AY4	UP000019754	1249481	2806
gamma proteobacterium IMCC1989	UP000010300	937772	2844
Candidatus Magnetomorum sp. HK-1	UP000037988	1509431	10924
Massilimicrobiota sp. An134	UP000195713	1965557	2537
Flavobacteriaceae bacterium 3519-10	UP000001512	531844	2533
Candidatus Cardinium hertigii	UP000245872	247481	963
Polymorphobacter fuscus	UP000481327	1439888	3101
Desulfamplus magnetovallimortis	UP000191931	1246637	5913
Desulfobacca acetoxidans DSM 11109	UP000000483	880072	2859
Thalassolituus sp. C2-1	UP000316365	2597518	3803
Kutzneria sp. 744	UP000030658	345341	10148
Actinomadura sp. LHW52907	UP000262882	2303421	6669
Alkalicella caledoniensis	UP000516160	2731377	3424
Anoxybacter fermentans	UP000267250	1323375	3011
Bacteriovorax sp. DB6_IX	UP000015812	1353530	3188
Nocardia mangyaensis	UP000183810	2213200	6294
Brevibacillus brevis NBRC 100599	UP000001877	358681	5887
Brucella suis bv. 1	UP000325361	644346	1091
Aliishimia ponticola	UP000306602	2499833	3826
Rhodoferax koreense	UP000186609	1842727	5262
Brenneria rubrifaciens	UP000299580	55213	3315
Streptococcus pneumoniae 2070335	UP000002642	914141	2823
Buchnera aphidicola (Tuberolachnus salignus)	UP000243633	98804	382
Pseudohoeflea suaedae	UP000295131	877384	3469
Paenarthrobacter aurescens TC1	UP000000637	290340	4565
Candidatus Arthromitus sp. SFB-mouse-Japan	UP000001636	1029718	1487
Aeromonas sp. RU39B	UP000186911	1907416	3949
Pseudobythopirellula maris	UP000315440	2527991	3893
Endozoicomonas montiporae	UP000028006	1027273	3948
Urechidicola croceus	UP000176050	1850246	2946
Spirochaeta isovalerica	UP000587760	150	4378
Solirubrobacter pauli	UP000278962	166793	6590
Streptomyces sp. SID4931	UP000479097	2690277	6148
Methylovulum psychrotolerans	UP000197019	1704499	4299
Pararhodobacter oceanensis	UP000245911	2172121	3661
Marinitoga piezophila KA3	UP000007161	443254	2044
Belnapia rosea	UP000198925	938405	5712
Thermoflexibacter ruber	UP000199513	1003	4522
Mycolicibacter sinensis	UP000009224	875328	4332
Methylobacterium symbioticum	UP000410984	2584084	5664
Candidatus Portiera aleyrodidarum MED (Bemisia tabaci)	UP000215611	1163752	254
Pigmentiphaga sp. NML080357	UP000196551	2008675	5314
Celeribacter neptunius	UP000199630	588602	4197
Parachlamydia acanthamoebae UV-7	UP000000495	765952	2784
Pasteurellaceae bacterium RH1A	UP000502472	1823760	2012
Clostridium sp. CAG:568	UP000018045	1262821	1211
Hyalangium minutum	UP000028725	394096	8967
Sulfurovum lithotrophicum	UP000243846	206403	666
Microvirga sp. BSC39	UP000028825	1549810	4595
Luteimonas chenhongjianii	UP000218968	2006110	2887
Pseudomonas pachastrellae	UP000242847	254161	3588
Inquilinus limosus MP06	UP000029995	1398085	6228
Boseongicola sp. CCM32	UP000294495	2552942	3500
Taibaiella sp. KBW10	UP000279469	2153357	3074
Streptomyces olivoverticillatus	UP000556084	66427	4983
Neobacillus vireti LMG 21834	UP000018877	1131730	5084
Sphingobacterium psychroaquaticum	UP000192980	561061	3765
Desulfosporosinus fructosivorans	UP000298460	2018669	5570
Sodalis-like symbiont of Philaenus spumarius	UP000216612	1189304	1600
Erysipelothrix sp. HDW6A	UP000500713	2714928	1961
Aequorivita sublithincola DSM 14238	UP000006049	746697	3134
Paenibacillus pectinilyticus	UP000093309	512399	6496
Streptomyces zhaozhouensis	UP000219072	1300267	5537
Kytococcus sp. HMSC28H12	UP000176675	1581067	1956
Gracilibacillus dipsosauri	UP000245624	178340	3941
Gaetbulibacter sp. 4G1	UP000228907	1891971	3344
Clostridium puniceum	UP000190890	29367	5300
Clostridium sp. CAG:448	UP000018074	1262808	2084
Pseudoscardovia suis	UP000216454	987063	1732
Nesterenkonia jeotgali	UP000054023	317018	2504
Rhodoplanes sp. JGI PP 4-B12	UP000243660	1873883	220
Acholeplasma brassicae	UP000032737	61635	1671
Sphingomonas sp. K2R01-6	UP000286100	2320861	3865
Paenibacillus sp. HGF7	UP000003445	944559	5992
Acetobacter pasteurianus IFO 3283-01	UP000000948	634452	2906
Sedimentisphaera salicampi	UP000193334	1941349	2335
Phyllobacterium endophyticum	UP000241158	1149773	5125
Thiobaca trueperi	UP000295717	127458	3588
Roseovarius albus	UP000193061	1247867	4169
Bacillus sp. MRMR6	UP000185615	1928617	5021
bacterium D16-34	UP000269261	2320120	1706
Rhodopseudomonas palustris	UP000032515	1076	5580
Streptomyces inhibens	UP000262477	2293571	7955
Capnocytophaga canis	UP000045051	1848903	2202
Brevibacterium aurantiacum	UP000234289	273384	3608
Candidatus Gullanella endobia	UP000095665	1070130	460
Dehalococcoides mccartyi 195	UP000008289	243164	1502
Brevibacterium linens	UP000031488	1703	3434
Bordetella trematum	UP000076825	123899	4108
Amycolatopsis sp. SID8362	UP000488030	2690346	10928
Flavimobilis marinus	UP000198520	285351	2643
Pedobacter ginsengisoli	UP000223749	363852	4393
Campylobacter sputorum biovar sputorum	UP000254920	32024	1764
Burkholderia sp. Ch1-1	UP000005779	243261	7680
candidate division Zixibacteria bacterium RBG-1	UP000015604	1379698	1906
Aquabacterium sp. SJQ9	UP000269265	2493092	4667
Corynebacterium urogenitale	UP000326711	2487892	2031
Corynebacterium maris DSM 45190	UP000015388	1224163	2584
Winogradskyella sp. PC-19	UP000195547	754417	2717
Coprobacillus cateniformis	UP000003157	100884	3839
Thioclava sp. SK-1	UP000094269	1889770	3819
Pleurocapsa sp. CCALA 161	UP000239836	2107688	4800
Bacillus sp. AFS037270	UP000225442	2033499	5980
Meiothermus luteus	UP000265800	2026184	2850
Pedobacter frigiditerrae	UP000292884	2530452	4698
Allosphingosinicella indica	UP000192934	941907	2739
Anaerofustis stercorihominis DSM 17244	UP000005178	445971	2331
Tissierella sp. P1	UP000216906	1280483	3981
Georgenia subflava	UP000437709	1622177	3778
Marinicella litoralis	UP000295724	644220	2897
Pararhodospirillum oryzae	UP000321567	478448	3199
Providencia alcalifaciens	UP000295055	126385	3770
Novosphingobium sp. PP1Y	UP000009242	702113	4624
Gemmatimonas aurantiaca T-27	UP000002209	379066	3932
Paracoccus aurantiacus	UP000321562	2599412	3639
Mameliella alba	UP000030960	561184	5714
Olsenella sp. oral taxon 809 str. F0356	UP000003446	661087	1898
Nocardioides guangzhouensis	UP000295198	2497878	4817
Afipia sp. P52-10	UP000018975	1429916	4769
Muriicola soli	UP000290889	2507538	2593
Treponema ruminis	UP000518887	744515	2805
Actinomadura craniellae	UP000251891	2231787	6713
Parapedobacter luteus	UP000190541	623280	4124
Xenorhabdus mauleonii	UP000198919	351675	4415
Marinobacter mobilis	UP000199675	488533	3442
Pedobacter frigoris	UP000307244	2571272	3967
Actinoplanes friuliensis DSM 7358	UP000017746	1246995	8558
Nocardioides sp. J9	UP000320031	935844	4501
Nocardioides szechwanensis	UP000199004	1005944	4039
Massilia eurypsychrophila	UP000230390	1485217	5261
Candidatus Vecturithrix granuli	UP000030661	1499967	7048
Melioribacter roseus P3M-2	UP000009011	1191523	2833
Prochlorothrix hollandica PCC 9006 = CALU 1027	UP000034681	317619	3609
Alcanivorax borkumensis SK2	UP000008871	393595	2752
Streptomyces gancidicus BKS 13-15	UP000011732	1284664	6555
Phaeodactylibacter luteus	UP000321580	1564516	4366
Cloacibacillus sp. An23	UP000196418	1965591	2713
Marinilabiliaceae bacterium JC017	UP000292675	2234116	4913
Thauera chlorobenzoica	UP000185739	96773	3343
Cellulomonas sp. WB94	UP000245142	2173174	3376
Gellertiella hungarica	UP000528286	1572859	4600
Conexibacter arvalis	UP000585272	912552	4864
Senegalimassilia anaerobia	UP000253792	1473216	1843
Oceanospirillaceae bacterium	UP000567520	1899355	3262
Thermacetogenium phaeum DSM 12270	UP000000467	1089553	2803
Devosia sp. YR412	UP000198710	1881030	3685
Ohtaekwangia koreensis	UP000190961	688867	5828
Phyllobacterium leguminum	UP000247454	314237	3580
Caulobacteraceae bacterium	UP000291219	1978230	4191
Enteractinococcus helveticum	UP000078292	1837282	3201
Azoarcus rhizosphaerae	UP000307956	2565932	4218
Dyella sp. AD56	UP000235676	1528744	4642
Rhodoferax antarcticus ANT.BR	UP000185911	1111071	4231
Novosphingobium hassiacum	UP000562395	173676	4232
Mycoplasma sp. CAG:611	UP000018049	1262905	943
Sanguibacter antarcticus	UP000225548	372484	3108
Pseudaminobacter manganicus	UP000191905	1873176	4404
Escherichia coli K-12	UP000000625	83333	4402
Paucilactobacillus wasatchensis	UP000032279	1335616	1826
Caldilinea aerophila DSM 14535 = NBRC 104270	UP000007880	926550	4097
Actinomyces sp. 2119	UP000284680	2321393	2334
Bacteroides faecichinchillae	UP000184436	871325	4051
Murinocardiopsis flavida	UP000240542	645275	6614
Balneola sp.	UP000280416	2024824	3130
Marinactinospora thermotolerans DSM 45154	UP000190637	1122192	4956
Pedobacter sp.	UP000315466	1411316	6611
Dichotomicrobium thermohalophilum	UP000266273	933063	2737
Pseudomonas sp. TTU2014-080ASC	UP000051864	1729724	4032
Biostraticola tofi	UP000295719	466109	3912
Salinarimonas sp. BN140002	UP000323142	1638099	5046
Halomonas sp. BC04	UP000019279	1403540	6235
Candidatus Kuenenia stuttgartiensis	UP000221734	174633	3800
Aeromicrobium marinum DSM 15272	UP000003111	585531	3077
Mycolicibacterium wolinskyi	UP000070612	59750	6894
Palleronia marisminoris	UP000193870	315423	3664
Photobacterium ganghwense	UP000035909	320778	4693
Cellulomonas sp. PhB150	UP000273256	2485188	3418
Acetobacter oeni	UP000321746	304077	3655
Kingella oralis ATCC 51147	UP000003009	629741	3160
Enterobacteriaceae endosymbiont of Donacia sparganii	UP000501080	2675785	412
Firmicutes bacterium CAG:170	UP000018279	1263006	2216
Amycolatopsis alkalitolerans	UP000305546	2547244	6455
Propionibacteriaceae bacterium NML 020265	UP000215896	2016499	4158
Paracoccus tibetensis	UP000199502	336292	3733
Hymenobacter swuensis DY53	UP000019423	1227739	4612
Albimonas donghaensis	UP000199118	356660	4253
Avrilella dinanensis	UP000231960	2008672	2179
